facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,patients_who_reported_that_staff_definitely_gave_care_in_a_professional_way_and_the_facility_was_clean,patients_who_reported_that_staff_somewhat_gave_care_in_a_professional_way_or_the_facility_was_somewhat_clean,patients_who_reported_that_staff_did_not_give_care_in_a_professional_way_or_the_facility_was_not_clean,facilities_and_staff_linear_mean_score,patients_who_reported_that_staff_definitely_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_somewhat_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_did_not_communicate_about_what_to_expect_during_and_after_the_procedure,communication_about_your_procedure_linear_mean_score,patients_who_gave_the_facility_a_rating_of_9_or_10_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_7_or_8_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_0_to_6_on_a_scale_from_0_lowest_to_10_highest,patients_rating_of_the_facility_linear_mean_score,patients_who_reported_yes_they_would_definitely_recommend_the_facility_to_family_or_friends,patients_who_reported_probably_yes_they_would_recommend_the_facility_to_family_or_friends,patients_who_reported_no_they_would_not_recommend_the_facility_to_family_or_friends,patients_recommending_the_facility_linear_mean_score,footnote,number_of_sampled_patients,number_of_completed_surveys,survey_response_rate_percent,start_date,end_date
24C0001019,LANDMARK SURGERY CENTER,7115 TAMARACK RD SUITE 200,WOODBURY,MN,55125,,(651) 261-1717,99,1,0,99,95,5,0,97,96,3,1,97,95,4,1,98,,1474,507,34,07/01/2024,06/30/2025
24C0001025,EAST METRO ASC LLC,8650 HUDSON BLVD SUITE 200,LAKE ELMO,MN,55042,,(651) 702-7424,97,2,1,98,93,6,1,96,89,8,3,95,90,6,4,95,3,532,227,43,07/01/2024,06/30/2025
24C0001026,LAKEWALK SURGERY CENTER,1420 LONDON RD SUITE 100,DULUTH,MN,55805,,(218) 728-8505,99,1,0,99,94,5,1,97,92,7,1,96,92,8,0,97,,695,294,42,07/01/2024,06/30/2025
24C0001032,MCCANNEL EYE SURGERY,3124 WEST 70TH ST,EDINA,MN,55435,,(952) 848-8340,99,1,0,99,98,2,0,99,93,6,1,97,95,4,1,98,3,637,290,46,07/01/2024,06/30/2025
24C0001034,MNGI ENDOSCOPY ASC INC,"2550 UNIVERSITY AVE WEST, SUITE 423 SOUTH",COON RAPIDS,MN,55433,,(612) 871-1145,99,1,0,99,93,6,1,96,90,10,0,96,92,8,0,97,"3,6",383,79,24,07/01/2024,06/30/2025
24C0001036,MANKATO SURGERY CENTER,1411 PREMIERE DR,MANKATO,MN,56001,,(507) 386-5543,97,2,1,98,91,7,2,94,89,9,2,94,89,8,3,95,"3,6",189,59,31,07/01/2024,06/30/2025
24C0001037,MNGI ENDOSCOPY ASC INC,15700 37TH AVE NORTH SUITE 300,PLYMOUTH,MN,55446,,(612) 871-1145,98,2,0,99,91,8,1,95,92,6,2,95,86,11,3,94,"3,6",404,84,24,07/01/2024,06/30/2025
24C0001039,ST CLOUD CENTER FOR OPTHALMIC SURGERY,2055 15TH NORTH ST,ST CLOUD,MN,56303,,(320) 258-6620,98,2,0,99,92,7,1,96,87,11,2,94,88,10,2,95,3,1066,532,50,07/01/2024,06/30/2025
24C0001040,CDI TWIN CITIES ASC LLC,5775 WAYZATA BLVD SUITE 190,SAINT LOUIS PARK,MN,55416,,(605) 520-5678,100,0,0,100,94,5,1,97,96,4,0,97,93,4,3,95,"3,10",144,31,22,07/01/2024,06/30/2025
24C0001042,ORTHOPAEDIC INSTITUTE SURGERY CENTER,8100 W. 78TH ST. STE. 220,EDINA,MN,55439,,(952) 914-8419,99,1,0,100,96,4,0,98,96,3,1,97,96,3,1,98,3,485,184,38,07/01/2024,06/30/2025
24C0001043,MINNESOTA EYE INSTITUTE SURGERY CENTER LLC,3401 S. BROADWAY,ALEXANDRIA,MN,56308,,(320) 759-2020,99,0,1,99,96,4,0,98,99,1,0,99,97,3,0,99,"3,10",153,34,22,07/01/2024,06/30/2025
24C0001044,MNGI ENDOSCOPY ASC INC,1185 TOWN CENTER DR SUITE 200,EAGAN,MN,55123,,(612) 870-5528,97,2,1,98,91,8,1,95,95,4,1,96,96,3,1,98,3,382,110,33,07/01/2024,06/30/2025
24C0001045,NURA SURGICAL CENTER LLC,7400 FRANCE AVE S SUITE 102,EDINA,MN,55435,,(763) 537-6000,95,5,0,97,93,5,2,96,80,17,3,92,81,16,3,93,"3,6",354,68,20,07/01/2024,06/30/2025
24C0001046,BRAINERD LAKES SURGERY CENTER L L C,13114 ISLE DR,BAXTER,MN,56425,,(218) 822-2404,98,2,0,99,94,5,1,97,92,7,1,96,91,8,1,96,3,743,302,41,07/01/2024,06/30/2025
24C0001048,TRIA ORTHOPAEDIC CENTER LLC,8100 NORTHLAND DR,BLOOMINGTON,MN,55431,,(952) 806-5321,98,2,0,99,93,6,1,96,93,6,1,97,92,7,1,96,,3207,704,22,07/01/2024,06/30/2025
24C0001049,MANKATO CLINIC ENDOSCOPY CENTER LLC,1230 EAST MAIN STREET,MANKATO,MN,56001,,(507) 625-1811,98,2,0,99,94,4,2,96,92,7,1,95,88,10,2,95,3,548,208,38,07/01/2024,06/30/2025
24C0001051,FAMILY SURGERY CENTER,1801 19TH AVE SOUTHWEST,WILLMAR,MN,56201,,(320) 235-7700,99,1,0,99,91,7,2,95,92,8,0,96,91,9,0,97,3,336,149,44,07/01/2024,06/30/2025
24C0001052,SUMMIT ORTHOPEDICS LTD DBA PLYMOUTH SURGERY CENTER,15700 37TH AVENUE NORTH SUITE 210,PLYMOUTH,MN,55446,,(651) 968-5662,99,1,0,99,94,5,1,97,92,6,2,96,89,10,1,96,,1386,380,27,07/01/2024,06/30/2025
24C0001053,ESSENTIA HEALTH SURGERY CENTERS MINNESOTA DBA ESSENTIA HEALTH SURGERY CENTER GRAND RAPIDS,1542 GOLF COURSE ROAD SUITE 105,GRAND RAPIDS,MN,55744,,(218) 326-3937,97,2,1,98,94,5,1,96,86,13,1,95,84,15,1,94,,608,226,37,07/01/2024,06/30/2025
24C0001055,ASSOCIATED EYE CARE AMBULATORY SURGERY CENTER LLC,2950 CURVE CREST BLVD W,STILLWATER,MN,55082,,(651) 275-3113,99,1,0,99,96,4,0,98,95,4,1,97,91,8,1,96,"3,6",385,89,23,07/01/2024,06/30/2025
24C0001056,MINNESOTA VALLEY SURGERY CENTER,1000 140TH ST WEST SUITE 102,BURNSVILLE,MN,55337,,(952) 232-1114,99,1,0,99,90,8,2,94,93,7,0,97,80,15,5,90,"3,10",113,46,41,07/01/2024,06/30/2025
24C0001057,MINNESOTA VASCULAR SURGERY CENTER,600 COUNTY RD D WEST SUITE 2,NEW BRIGHTON,MN,55112,,(763) 432-4300,98,1,1,99,90,7,3,93,84,14,2,94,77,18,5,90,3,830,140,17,07/01/2024,06/30/2025
24C0001058,CROSSROADS SURGERY CENTER INC,1575 20TH ST NORTHWEST SUITE 203,FARIBAULT,MN,55021,,(507) 209-6214,99,1,0,99,99,1,0,99,99,1,0,98,90,6,4,95,"3,10",112,48,43,07/01/2024,06/30/2025
24C0001059,REGIONAL EYE SURGERY CENTER INC,"1455 MONTREAL ST, SE",HUTCHINSON,MN,55350,,(320) 234-6600,98,2,0,99,93,6,1,96,90,6,4,95,85,12,3,94,3,307,129,42,07/01/2024,06/30/2025
24C0001060,CENTRACARE SURGERY CENTER LLC,1900 CENTRACARE CIR,ST CLOUD,MN,56303,,(320) 229-4964,98,2,0,99,94,5,1,97,90,8,2,95,86,12,2,95,,3321,958,29,07/01/2024,06/30/2025
24C0001062,M HEALTH FAIRVIEW,1700 UNIVERSITY AVE WEST,SAINT PAUL,MN,55104,,(612) 672-6989,98,2,0,99,92,7,1,95,92,6,2,95,88,10,2,95,,2595,536,21,07/01/2024,06/30/2025
24C0001063,NORTH MEMORIAL AMBULATORY SURGERY CENTER AT MAPLE GROVE LLC,"9855 HOSPITAL DR, SUITE 175",MAPLE GROVE,MN,55369,,(763) 581-9025,98,2,0,99,92,6,2,95,91,9,0,97,84,14,2,93,3,465,145,31,07/01/2024,06/30/2025
24C0001066,MNGI ENDOSCOPY ASC INC,"1185 TOWN CENTRE DR, SUITE 200",BLOOMINGTON,MN,55437,,(612) 870-5538,99,1,0,99,95,5,0,97,90,10,0,97,93,3,4,96,"3,6",373,91,28,07/01/2024,06/30/2025
24C0001067,CHU SURGERY CENTER,9117 LYNDALE AVE SOUTH,BLOOMINGTON,MN,55420,,(612) 978-0192,99,1,0,100,92,8,0,96,98,2,0,99,96,4,0,98,3,323,106,33,07/01/2024,06/30/2025
24C0001070,2201 BLAINE MN MULTI DBA NORTH METRO SURGERY CENTER,11855 ULYSSES ST NORTHEAST SUITE 270,BLAINE,MN,55449,,(763) 755-6540,98,2,0,99,93,6,1,96,90,8,2,95,87,10,3,94,3,1764,758,43,07/01/2024,06/30/2025
24C0001071,MINNESOTA EYE LASER AND SURGERY CENTERS LLC BLAINE,11091 ULYSSES ST SUITE 400,BLAINE,MN,55434,,(952) 888-5800,97,3,0,98,93,6,1,96,88,8,4,94,87,10,3,94,3,228,112,49,07/01/2024,06/30/2025
24C0001072,CROSSTOWN SURGERY CENTER LLC,4010 WEST 65TH ST SUITE 300,EDINA,MN,55435,,(952) 456-7300,98,2,0,99,94,5,1,96,93,7,0,97,93,5,2,96,3,274,132,48,07/01/2024,06/30/2025
24C0001073,PAIN CENTERS OF MINNESOTAMANKATO LLC,1400 E. MADISON AVE STE 402,MANKATO,MN,56001,,(414) 325-3749,99,1,0,100,95,4,1,98,85,13,2,94,83,17,0,95,"3,6",273,70,26,07/01/2024,06/30/2025
24C0001074,SANFORD HEALTH DETROIT LAKES SAME DAY SURGERY CTR,1245 WASHINGTON AVE,DETROIT LAKES,MN,56501,,(218) 846-2000,99,1,0,99,96,3,1,97,92,6,2,96,90,8,2,96,,882,218,25,07/01/2024,06/30/2025
24C0001075,CHASKA PLAZA SURGERY CENTER LLC DBA TWO TWELVE SURGERY CENTER,111 HUNDERTMARK RD SUITE 340,CHASKA,MN,55318,,(952) 456-7900,99,1,0,99,97,3,0,99,96,3,1,97,95,3,2,97,3,292,144,49,07/01/2024,06/30/2025
24C0001078,VADNAIS HEIGHTS SURGERY CENTER,3580 ARCADE ST,VADNAIS HEIGHTS,MN,55127,,(651) 968-5662,99,1,0,99,95,4,1,97,95,4,1,97,93,6,1,97,,1277,516,40,07/01/2024,06/30/2025
24C0001079,CENTER FOR PAIN MANAGEMENT AMBULATORY SURGERY LTD,519 22ND AVE EAST,ALEXANDRIA,MN,56308,,(320) 219-7611,99,1,0,100,98,2,0,99,87,11,2,95,87,11,2,95,"3,6",246,88,36,07/01/2024,06/30/2025
24C0001080,MINNESOTA EYE LASER AND SURGERY CENTERS LLC MINNETONKA,10709 WAYRATA BLVD,MINNETONKA,MN,55305,,(952) 888-5800,97,3,0,98,89,10,1,94,91,7,2,96,87,10,3,94,3,253,110,43,07/01/2024,06/30/2025
24C0001081,CDI TWIN CITIES ASC LLC,6025 LAKE RD SUITE 100,WOODBURY,MN,55125,,(605) 520-5678,97,3,0,98,94,5,1,97,81,15,4,92,83,14,3,93,"3,6",219,55,25,07/01/2024,06/30/2025
24C0001083,RIDGES SURGERY CENTER LLC,14101 FAIRVIEW DR,BURNSVILLE,MN,55337,,(952) 658-8000,99,1,0,100,96,3,1,98,94,5,1,97,91,9,0,97,3,562,184,33,07/01/2024,06/30/2025
24C0001085,NORTHWOODS SURGERY CENTER LLC,502 NORTH 6TH AVE,VIRGINIA,MN,55792,,(218) 471-1220,99,1,0,99,94,5,1,97,91,6,3,96,88,9,3,95,"3,6",254,91,36,07/01/2024,06/30/2025
24C0001088,MINNETONKA AMBULATORY SURGERY CENTER LLC,15450 HWY 7 SUITE 200,MINNETONKA,MN,55345,,(763) 581-8950,99,1,0,99,93,6,1,96,95,4,1,97,90,9,1,96,,1179,292,25,07/01/2024,06/30/2025
24C0001089,M HEALTH CLINICS AND SURGERY CENTER,1700 UNIVERSITY AVE WEST,ST. PAUL,MN,55104,,(612) 672-6989,97,3,0,98,94,4,2,96,89,10,1,96,89,8,3,95,,3087,562,18,07/01/2024,06/30/2025
24C0001090,PAIN CENTERS OF MINNESOTA-CHASKA,3000 HUNDERTMARK RD SUITE 200,CHASKA,MN,55318,,(763) 201-8191,95,4,1,97,87,12,1,93,70,27,3,89,64,27,9,83,"3,6",203,51,25,07/01/2024,06/30/2025
24C0001091,EAGAN SURGERY CENTER,2620 EAGAN WOODS DR,EAGAN,MN,55121,,(651) 968-5662,99,1,0,100,95,4,1,97,92,7,1,97,92,7,1,97,,1322,492,37,07/01/2024,06/30/2025
24C0001092,TWIN CITIES SURGERY CENTER,7211 OHMS LANE,EDINA,MN,55439,,(952) 204-3500,98,2,0,99,93,6,1,96,88,10,2,95,92,6,2,96,3,584,115,20,07/01/2024,06/30/2025
24C0001095,MINNESOTA EYE LASER AND SURGERY CENTERS LLC WOODBURY,7125 TAMRACK RD,WOODBURY,MN,55125,,(952) 888-5800,97,2,1,98,91,8,1,95,88,9,3,94,85,13,2,93,3,263,104,40,07/01/2024,06/30/2025
24C0001096,DULUTH SURGICAL SUITES LLC,2118 LONDON RD,DULUTH,MN,55812,,(218) 481-4812,98,2,0,99,93,6,1,96,88,11,1,95,89,9,2,95,3,430,177,41,07/01/2024,06/30/2025
24C0001097,EAGAN ORTHOPEDIC SURGERY CENTER LLC,2700 VIKINGS CIR SUITE 300,EAGAN,MN,55121,,(952) 456-7283,99,1,0,100,95,4,1,97,96,3,1,98,96,2,2,97,3,438,199,45,07/01/2024,06/30/2025
24C0001098,BHATTI GI SURGERY CENTER LLC,1447 WHITE OAK DR,CHASKA,MN,55318,,(952) 368-3800,82,10,8,87,92,6,2,95,96,4,0,98,93,7,0,98,"3,10",154,32,21,07/01/2024,06/30/2025
24C0001099,MNGI ENDOSCOPY ASC INC,237 RADIO DRIVE SUITE 200,WOODBURY,MN,55125,,(612) 871-1145,99,1,0,99,92,7,1,96,94,5,1,97,94,4,2,96,"3,6",431,98,26,07/01/2024,06/30/2025
24C0001100,BLAINE ASC LLC,11225 ULYSSES ST NORTHEAST SUITE 300,BLAINE,MN,55318,,(952) 456-7354,99,1,0,100,94,6,0,97,98,2,0,98,91,9,0,97,3,293,127,43,07/01/2024,06/30/2025
24C0001101,SOUTHHEALTH ASC LLC DBA EDINA SPECIALTY SURGERY CENTER,4100 MINNESOTA DR SUITE 200,EDINA,MN,55435,,(952) 456-7354,98,2,0,99,94,5,1,96,86,10,4,94,84,13,3,93,3,345,120,35,07/01/2024,06/30/2025
24C0001102,METROPOLITAN SURGICAL CENTER,9645 GROVE CIR NORTH SUITE 250,MAPLE GROVE,MN,55369,,(763) 201-8191,97,2,1,98,87,10,3,92,77,20,3,92,76,19,5,90,"3,6",249,61,24,07/01/2024,06/30/2025
24C0001103,BURNSVILLE SURGERY CENTER,14551 COUNTY RD 11 SUITE 110,BURNSVILLE,MN,55337,,(952) 222-1814,98,2,0,99,93,5,2,96,85,14,1,95,85,13,2,94,3,587,134,23,07/01/2024,06/30/2025
24C0001104,VANCE THOMPSON VISION,2600 JEFFERSON STREET,ALEXANDRIA,MN,56308,,(000) 000-0000,97,2,1,98,90,8,2,94,89,8,3,95,86,11,3,94,3,514,232,45,07/01/2024,06/30/2025
24C0001106,CENTER FOR RESTORATIVE SURGERY AT MAPLE GROVE,13601 80TH CIRCLE NORTH SUITE 100,MAPLE GROVE,MN,55369,,(763) 432-7655,98,2,0,99,95,5,0,97,92,6,2,96,86,10,4,93,3,490,173,35,07/01/2024,06/30/2025
24C0001107,GREENWAY SURGICAL SUITES,2020 EAST 28TH STREET SUITE 100,MINNEAPOLIS,MN,55407,,(612) 728-7000,99,1,0,100,93,6,1,96,89,9,2,95,82,13,5,91,3,476,148,31,07/01/2024,06/30/2025
24C0001108,WOODBURY SURGERY CENTER,587 BIELENBERG DRIVE SUITE 100,WOODBURY,MN,55125,,(651) 493-0343,97,3,0,98,94,6,0,97,88,10,2,95,83,13,4,92,3,550,165,30,07/01/2024,06/30/2025
24C0001111,ALLINA HEALTH SURGERY CENTER BROOKLYN PARK LLC,6001 96TH LANE NORTH SUITE 200,BROOKLYN PARK,MN,55443,,(205) 263-2559,99,1,0,99,95,4,1,97,93,7,0,97,92,7,1,97,3,508,176,35,07/01/2024,06/30/2025
24C0001112,CENTER FOR PAIN MANAGEMENT AMBULATORY SURGERY LTD DBA CENTER FOR PAIN MANAGEMENT,804 23RD STREET SOUTH,SARTELL,MN,56308,,(320) 230-7788,98,1,1,99,95,4,1,97,89,9,2,96,88,10,2,96,"3,6",263,69,27,07/01/2024,06/30/2025
24C0001113,AFFILIATED ENDOSCOPY CENTERS LLC,10150 NIAGARA LANE N #200,MAPLE GROVE,MN,55369,,(612) 871-1145,98,1,1,99,92,6,2,95,89,9,2,95,88,10,2,95,"3,6",332,70,24,07/01/2024,06/30/2025
24C0001114,ALLINA HEALTH HEART AND VASCULAR SURGERY CENTER LLC,7373 FRANCE AVENUE SOUTH SUITE 404,EDINA,MN,55435,,(952) 428-4280,98,1,1,99,96,4,0,98,95,4,1,97,88,9,3,94,3,383,168,44,07/01/2024,06/30/2025
24C0001115,ESSENTIA HEALTH SURGERY CENTERS DULUTH LLC DBA ESSENTIA HEALTH SURGERY CENTER MILLER HILL,1600 MILLER TRUNK HIGHWAY BLDG D SUITE 101,DULUTH,MN,55811,,(218) 606-9200,98,2,0,99,94,5,1,96,91,8,1,96,88,10,2,95,,2784,838,30,07/01/2024,06/30/2025
24C0001116,AFFILIATED ENDOSCOPY CENTERS LLC,3588 ARCADE STREET SUITE 100,VADNAIS HEIGHTS,MN,55127,,(612) 871-1145,99,1,0,99,93,6,1,96,91,8,1,96,86,11,3,94,"3,6",377,99,30,07/01/2024,06/30/2025
24C0001117,ALLINA HEALTH SURGERY CENTER VADNAIS HEIGHTS LLC,1155 COUNTY ROAD E EAST SUITE 200,VADNAIS HEIGHTS,MN,55110,,(651) 760-7020,98,1,1,99,95,4,1,97,89,10,1,96,87,8,5,93,3,515,217,42,07/01/2024,06/30/2025
24C0001118,NORTHERN LAKES SURGERY CENTER LLC,4791 COUNTY ROAD 10,MOOSE LAKE,MN,55767,,(218) 509-2100,99,1,0,99,96,3,1,98,92,7,1,96,91,8,1,96,,916,396,43,07/01/2024,06/30/2025
24C0001119,MIDWEST SURGERY CENTER LLC DBA MIDWEST SURGERY CENTER EAGAN,2975 HOLIDAY COURT SUITE 100,EAGAN,MN,55121,,(651) 515-1996,97,2,1,98,95,5,0,98,92,7,1,97,90,7,3,95,3,751,269,36,07/01/2024,06/30/2025
24C0001120,NORTHERN MEDICAL STRATEGIES LLC DBA ARROWHEAD SURGERY CENTER,4316 RICE LAKE ROAD SUITE 104,DULUTH,MN,55811,,(218) 514-0514,99,1,0,99,95,4,1,97,95,4,1,98,97,3,0,99,3,159,104,65,07/01/2024,06/30/2025
24C0001121,ALLINA HEALTH SURGERY CENTER LAKEVILLE LLC,18465 ORCHARD TRAIL SUITE 400,LAKEVILLE,MN,55044,,(833) 718-9412,99,1,0,99,97,3,0,98,95,5,0,97,93,6,1,97,3,682,248,36,07/01/2024,06/30/2025
24C0001122,MNGI ENDOSCOPY ASC INC DBA MNGI ENDOSCOPY LAKEVILLE,18465 ORCHARD TRAIL SUITE 300,LAKEVILLE,MN,55044,,(612) 871-1145,99,1,0,100,95,5,0,98,96,4,0,98,94,6,0,98,"3,6",258,51,23,07/01/2024,06/30/2025
24C0001123,PLYMOUTH ORTHOPEDIC SURGERY CENTER LLC,16800 37TH PLACE NORTH,PLYMOUTH,MN,55446,,(952) 512-5600,100,0,0,100,95,4,1,97,99,1,0,98,93,5,2,96,3,1036,399,39,07/01/2024,06/30/2025
24C0001124,SOUTHDALE SPECIALTY SURGERY CENTER LLC,6500 BARRIE ROAD SUITE 300,EDINA,MN,55435,,(952) 368-3800,97,3,0,98,82,18,0,91,84,14,2,94,90,9,1,96,"3,6",296,68,23,07/01/2024,06/30/2025
24C0001125,MINNESOTA EYE LASER AND SURGERY CENTERS LLC,12501 WHITEWATER DRIVE SUITE 320,MINNETONKA,MN,55343,,(952) 567-6060,98,1,1,99,93,6,1,96,88,10,2,94,82,15,3,93,"3,6",198,73,37,07/01/2024,06/30/2025
24C0001126,ST FRANCIS AMBULATORY SERVICES DBA ST FRANCIS SURGERY AND ENDOSCOPY CENTER,1700 ST FRANCIS AVENUE SUITE 100,SHAKOPEE,MN,55379,,(952) 993-7800,97,3,0,99,85,11,4,90,90,10,0,98,85,6,9,92,"3,10",159,34,21,07/01/2024,06/30/2025
25C0001000,SURGICARE OF JACKSON LTD,760 LAKELAND DR,JACKSON,MS,39216,,(601) 362-8700,99,1,0,99,92,7,1,96,86,12,2,94,87,12,1,95,"3,6",450,93,21,07/01/2024,06/30/2025
25C0001004,LOWERY A WOODALL OUTPATIENT SURGERY FACILITY LLC,105 SOUTH 28TH AVE,HATTIESBURG,MS,39401,,(601) 579-3400,97,2,1,98,93,6,1,96,94,5,1,97,89,8,3,95,3,1050,194,18,07/01/2024,06/30/2025
25C0001005,NORTH MISSISSIPPI AMBULATORY SURGERY CENTER LLC,589 GARFIELD ST,TUPELO,MS,38801,,(662) 377-4176,97,3,0,98,94,5,1,97,91,7,2,95,87,11,2,95,3,803,154,19,07/01/2024,06/30/2025
25C0001009,SOUTHERN EYE SURGERY CENTER LLC,1420 S. 28TH AVE,HATTIESBURG,MS,39402,,(601) 264-3937,96,4,0,98,89,7,4,93,86,12,2,95,85,14,1,94,"3,6",392,87,22,07/01/2024,06/30/2025
25C0001014,OXFORD EYE SURGERY CENTER LP,2604 SOUTH LAMAR BOULEVARD,OXFORD,MS,38655,,(662) 234-6621,94,6,0,97,92,7,1,96,92,6,2,96,94,4,2,97,"3,6",493,91,19,07/01/2024,06/30/2025
25C0001022,REGIONAL SURGICAL CENTRE INC,2525 HWY 1 SOUTH,GREENVILLE,MS,38701,,(662) 335-1103,98,2,0,99,89,8,3,93,91,9,0,97,92,8,0,97,"3,10",312,33,11,07/01/2024,06/30/2025
25C0001023,ST DOMINIC AMBULATORY SURGERY CENTER,970 LAKELAND DR SUITE 15,JAKSON,MS,39216,,(601) 984-8800,92,7,1,96,86,10,4,91,79,18,3,92,76,19,5,90,"3,6",562,87,15,07/01/2024,06/30/2025
25C0001025,MAE PHYSICIANS SURGERY CENTER LLC,"1190 N. STATE ST., SUITE 102",JACKSON,MS,39202,,(601) 967-1790,95,3,2,97,92,4,4,94,88,9,3,95,81,18,1,93,"3,6",373,55,15,07/01/2024,06/30/2025
25C0001028,SOUTHERN SURGERY CENTER,3688 VETERANS MEMORIAL DR SUITE 100,HATTIESBURG,MS,39401,,(601) 554-7533,97,3,0,99,94,5,1,96,92,6,2,96,92,7,1,97,,3962,1119,29,07/01/2024,06/30/2025
25C0001029,COLUMBUS ENDOSCOPY CENTER INC,600 LEIGH DR,COLUMBUS,MS,39705,,(662) 327-7525,,,,,,,,,,,,,,,,,1,,,,,
25C0001031,ENDOSCOPY CENTER OF NORTH MISSISSIPPILLC,1206 OFFICE PARK DR,OXFORD,MS,38655,,(662) 236-1768,98,2,0,99,95,4,1,97,92,7,1,96,95,3,2,97,3,1320,308,23,07/01/2024,06/30/2025
25C0001033,GASTROINTESTINAL ASSOCIATES ENDOSCOPY CENTER LLC,"1405 NORTH STATE ST., STE. 300",FLOWOOD,MS,39232,,(601) 355-1234,96,4,0,98,93,4,3,95,85,11,4,95,85,9,6,91,"3,6",307,69,22,07/01/2024,06/30/2025
25C0001034,OXFORD SURGERY CENTER,499 AZALEA DR,OXFORD,MS,38655,,(662) 234-7979,97,3,0,99,94,4,2,96,91,7,2,96,92,6,2,96,3,895,250,28,07/01/2024,06/30/2025
25C0001035,MISSISSIPPI COAST ENDOSCOPY AND AMBULATORY CENTER LLC,2406 CATALPA AVE,PASCAGOULA,MS,39567,,(228) 696-0818,97,3,0,99,93,6,1,96,88,10,2,95,86,12,2,94,3,676,113,17,07/01/2024,06/30/2025
25C0001036,OCEAN SPRING SURGICAL AND ENDOSCOPY CENTER,3301 BIENVILLE BLVD,OCEAN SPRINGS,MS,39564,,(228) 872-8854,97,2,1,98,93,5,2,96,89,9,2,95,90,8,2,95,3,1926,511,27,07/01/2024,06/30/2025
25C0001037,HATTIESBURG CLINIC AMBULATORY SURGERY CENTER,415 SOUTH 28TH AVE,HATTIESBURG,MS,39401,,(601) 579-5075,99,1,0,99,94,5,1,96,91,8,1,96,90,9,1,96,3,1060,227,21,07/01/2024,06/30/2025
25C0001038,HOGAN SURGERY CENTER,351 COWAN RD,GULFPORT,MS,39507,,(228) 896-1120,93,6,1,96,88,8,4,92,78,16,6,91,81,14,5,92,3,393,110,28,07/01/2024,06/30/2025
25C0001039,EYE LASER AND SURGERY CENTER OF COLUMBUS LLC,634 LEIGH DR.,COLUMBUS,MS,39705,,(662) 327-3773,98,2,0,99,92,7,1,95,87,10,3,95,94,5,1,98,"3,6",362,84,24,07/01/2024,06/30/2025
25C0001040,TUPELO SURGERY CENTER LLC,3353 NORTH GLOSTER ST.,TUPELO,MS,38804,,(662) 407-0334,96,4,0,98,93,5,2,95,86,12,2,95,90,9,1,96,"3,6",365,76,22,07/01/2024,06/30/2025
25C0001041,COLEMAN CATARACT AND EYE LASER SURGERY CENTER INC,2005 HWY 82 WEST,GREENWOOD,MS,38930,,(662) 455-4523,97,3,0,99,90,9,1,95,90,5,5,94,95,4,1,98,3,398,100,26,07/01/2024,06/30/2025
25C0001042,EYE SURGERY AND LASER CENTER LLC,501 BAPTIST DR SUITE 220,MADISON,MS,39110,,(601) 985-9120,93,6,1,96,84,12,4,90,88,8,4,94,86,10,4,93,3,411,103,26,07/01/2024,06/30/2025
25C0001043,MAGNOLIA ENDOSCOPY CENTER LLC,3050 CORDER DR,CORINTH,MS,38834,,(662) 284-9902,97,1,2,98,90,6,4,93,92,4,4,94,91,5,4,95,"3,6",361,56,16,07/01/2024,06/30/2025
25C0001044,GULF COAST OUTPATIENT SURGERY CENTER LLC DBA GULF COAST OUTPATIENT SURGERY CENTER,2781 C.T. SWITZER SR DR SUITE 101,BILOXI,MS,39531,,(228) 594-2900,96,4,0,98,92,6,2,95,89,11,0,96,89,9,2,96,3,408,105,26,07/01/2024,06/30/2025
25C0001046,COLUMBUS ORTHOPAEDIC OUTPATIENT CENTER,640 LEIGH DR,COLUMBUS,MS,39705,,(662) 328-7123,97,3,0,98,91,7,2,95,90,9,1,96,89,10,1,96,,1451,388,27,07/01/2024,06/30/2025
25C0001047,MERIDIAN SURGERY CENTER LLC,2100 13TH ST.,MERIDIAN,MS,39301,,(601) 485-4443,98,2,0,99,93,6,1,96,90,8,2,96,87,13,0,96,"3,6",408,76,19,07/01/2024,06/30/2025
25C0001050,EYE CARE SURGERY CENTER OLIVE BRANCH,6947 CRUMPLER BLVD SUITE 105,OLIVE BRANCH,MS,38654,,(901) 685-2200,,,,,,,,,,,,,,,,,1,,,,,
25C0001051,MIDSOUTH INTERVENTIONAL PAIN INSTITUTE LLC,122 AIRWAYS PL,SOUTHAVEN,MS,38671,,(662) 349-9990,98,2,0,99,90,4,6,92,83,11,6,92,82,13,5,92,"3,10",255,46,18,07/01/2024,06/30/2025
25C0001053,DIGESTIVE DISEASES CENTER OF HATTIESBURG LLC,100 METHODIST BLVD,HATTIESBURG,MS,39402,,(601) 268-5185,97,3,0,99,95,4,1,97,95,5,0,98,93,7,0,98,"3,6",423,75,18,07/01/2024,06/30/2025
